sep=	
1784681719311.97998047	2156.282430
1784681719316.97998047	2053.313416
1784681719321.97998047	2048.911389
1784681719326.97998047	1993.429303
1784681719331.97998047	1956.897548
1784681719336.97998047	1884.560648
1784681719341.97998047	1859.520537
1784681719346.97998047	1788.482012
1784681719351.97998047	1777.347003
1784681719356.97998047	1697.617569
1784681719361.97998047	1670.134150
1784681719366.97998047	1578.725189
1784681719371.97998047	1580.458811
1784681719376.97998047	1549.130420
1784681719381.97998047	1495.930811
1784681719386.97998047	1456.058887
1784681719391.97998047	1363.163259
1784681719396.97998047	1343.283780
1784681719401.97998047	1302.924548
1784681719406.97998047	1277.798384
1784681719411.97998047	1220.702066
1784681719416.97998047	1182.395068
1784681719421.97998047	1184.308527
1784681719426.97998047	1138.863429
1784681719431.97998047	1050.345733
1784681719436.97998047	1048.446029
1784681719441.97998047	1009.278323
1784681719446.97998047	1063.923830
1784681719451.97998047	972.411880
1784681719456.97998047	985.529554
1784681719461.97998047	947.234772
1784681719466.97998047	932.681693
1784681719471.97998047	928.023216
1784681719476.97998047	905.236784
1784681719481.97998047	916.995337
1784681719486.97998047	905.952053
1784681719491.97998047	857.519987
1784681719496.97998047	878.478710
1784681719501.97998047	879.232397
1784681719506.97998047	881.244978
1784681719511.97998047	915.703844
1784681719516.97998047	928.324388
1784681719521.97998047	885.268314
1784681719526.97998047	920.359937
1784681719531.97998047	892.434862
1784681719536.97998047	911.222187
1784681719541.97998047	934.863370
1784681719546.97998047	931.407189
1784681719551.97998047	927.399624
1784681719556.97998047	920.992479
1784681719561.97998047	944.138458
1784681719566.97998047	954.559314
1784681719571.97998047	966.613233
1784681719576.97998047	938.274703
1784681719581.97998047	966.373117
1784681719586.97998047	928.517511
1784681719591.97998047	936.248115
1784681719596.97998047	949.711221
1784681719601.97998047	918.509880
1784681719606.97998047	906.543253
1784681719611.97998047	909.107249
1784681719616.97998047	896.880581
1784681719621.97998047	899.264466
1784681719626.97998047	858.710391
1784681719631.97998047	810.710283
1784681719636.97998047	811.673893
1784681719641.97998047	791.160772
1784681719646.97998047	763.240677
1784681719651.97998047	765.824675
1784681719656.97998047	786.568154
1784681719661.97998047	729.490924
1784681719666.97998047	687.809658
1784681719671.97998047	678.809451
1784681719676.97998047	676.266184
1784681719681.97998047	621.063727
1784681719686.97998047	621.859658
1784681719691.97998047	602.928075
1784681719696.97998047	574.466449
1784681719701.97998047	565.688166
1784681719706.97998047	567.928937
1784681719711.97998047	547.666097
1784681719716.97998047	537.916711
1784681719721.97998047	532.787121
1784681719726.97998047	554.092627
1784681719731.97998047	554.600557
1784681719736.97998047	559.659890
1784681719741.97998047	586.099451
1784681719746.97998047	586.739057
1784681719751.97998047	609.990669
1784681719756.97998047	681.566534
1784681719761.97998047	668.718229
1784681719766.97998047	729.046806
1784681719771.97998047	743.791671
1784681719776.97998047	802.891726
1784681719781.97998047	863.412939
1784681719786.97998047	887.084250
1784681719791.97998047	974.193875
1784681719796.97998047	1024.792884
1784681719801.97998047	1075.037512
1784681719806.97998047	1149.776205
1784681719811.97998047	1212.097050
1784681719816.97998047	1261.438672
1784681719821.97998047	1319.493867
1784681719826.97998047	1419.981705
1784681719831.97998047	1469.055629
1784681719836.97998047	1560.247720
1784681719841.97998047	1599.948478
1784681719846.97998047	1686.091686
1784681719851.97998047	1781.336967
1784681719856.97998047	1867.149259
1784681719861.97998047	1918.780298
1784681719866.97998047	1963.155259
1784681719871.97998047	2040.594680
1784681719876.97998047	2134.570299
1784681719881.97998047	2184.557773
1784681719886.97998047	2248.876122
1784681719891.97998047	2309.283419
1784681719896.97998047	2350.198426
1784681719901.97998047	2415.069695
1784681719906.97998047	2420.457205
1784681719911.97998047	2489.658199
1784681719916.97998047	2517.246549
1784681719921.97998047	2565.015516
1784681719926.97998047	2620.976315
1784681719931.97998047	2634.565995
1784681719936.97998047	2638.464591
1784681719941.97998047	2667.196715
1784681719946.97998047	2674.937393
1784681719951.97998047	2708.615646
1784681719956.97998047	2713.625538
1784681719961.97998047	2749.497483
1784681719966.97998047	2730.797049
1784681719971.97998047	2758.881236
1784681719976.97998047	2760.256158
1784681719981.97998047	2735.553181
1784681719986.97998047	2768.568856
1784681719991.97998047	2733.826524
1784681719996.97998047	2711.057137
1784681720001.97998047	2714.106660
1784681720006.97998047	2679.083017
1784681720011.97998047	2696.077458
1784681720016.97998047	2647.268509
1784681720021.97998047	2671.185650
1784681720026.97998047	2582.109198
1784681720031.97998047	2577.792546
1784681720036.97998047	2567.964940
1784681720041.97998047	2533.704521
1784681720046.97998047	2545.989965
1784681720051.97998047	2487.566075
1784681720056.97998047	2464.026613
1784681720061.97998047	2437.705307
1784681720066.97998047	2391.752239
1784681720071.97998047	2371.599084
1784681720076.97998047	2323.444432
1784681720081.97998047	2289.515105
1784681720086.97998047	2205.407631
1784681720091.97998047	2170.906836
1784681720096.97998047	2105.998278
1784681720101.97998047	2101.408883
1784681720106.97998047	2089.988192
1784681720111.97998047	1995.680408
1784681720116.97998047	1974.558167
1784681720121.97998047	1929.304809
1784681720126.97998047	1876.823859
1784681720131.97998047	1817.405128
1784681720136.97998047	1761.372312
1784681720141.97998047	1711.406118
1784681720146.97998047	1674.818661
1784681720151.97998047	1650.882389
1784681720156.97998047	1559.709210
1784681720161.97998047	1524.272274
1784681720166.97998047	1480.494690
1784681720171.97998047	1446.958590
1784681720176.97998047	1380.152278
1784681720181.97998047	1352.401092
1784681720186.97998047	1265.988031
1784681720191.97998047	1268.157853
1784681720196.97998047	1215.351149
1784681720201.97998047	1153.076842
1784681720206.97998047	1092.033939
1784681720211.97998047	1097.209856
1784681720216.97998047	1086.115666
1784681720221.97998047	1049.791655
1784681720226.97998047	1009.333244
1784681720231.97998047	993.419807
1784681720236.97998047	973.975123
1784681720241.97998047	936.893728
1784681720246.97998047	936.759623
1784681720251.97998047	924.245330
1784681720256.97998047	896.419155
1784681720261.97998047	906.174276
1784681720266.97998047	902.104657
1784681720271.97998047	902.317515
1784681720276.97998047	903.967539
1784681720281.97998047	897.788823
1784681720286.97998047	897.130329
1784681720291.97998047	892.183500
1784681720296.97998047	907.298716
1784681720301.97998047	878.171333
1784681720306.97998047	922.626198
1784681720311.97998047	905.323415
1784681720316.97998047	969.490697
1784681720321.97998047	917.511359
1784681720326.97998047	878.108400
1784681720331.97998047	969.202800
1784681720336.97998047	934.927953
1784681720341.97998047	962.915783
1784681720346.97998047	958.535830
1784681720351.97998047	977.532006
1784681720356.97998047	937.580084
1784681720361.97998047	930.217692
1784681720366.97998047	971.851632
1784681720371.97998047	926.048782
1784681720376.97998047	907.273794
1784681720381.97998047	944.270963
1784681720386.97998047	916.215724
1784681720391.97998047	949.981581
1784681720396.97998047	896.348271
1784681720401.97998047	865.741885
1784681720406.97998047	841.995501
1784681720411.97998047	868.543722
1784681720416.97998047	789.640174
1784681720421.97998047	804.364738
1784681720426.97998047	780.594720
1784681720431.97998047	734.760633
1784681720436.97998047	753.596848
1784681720441.97998047	684.711085
1784681720446.97998047	676.490641
1784681720451.97998047	662.609699
1784681720456.97998047	680.389936
1784681720461.97998047	626.727314
1784681720466.97998047	631.309431
1784681720471.97998047	566.443171
1784681720476.97998047	532.837582
1784681720481.97998047	574.961958
1784681720486.97998047	517.013486
1784681720491.97998047	518.388819
1784681720496.97998047	556.579488
1784681720501.97998047	546.072745
1784681720506.97998047	570.829179
1784681720511.97998047	593.281073
1784681720516.97998047	597.748422
1784681720521.97998047	606.247623
1784681720526.97998047	633.029292
1784681720531.97998047	652.566406
1784681720536.97998047	715.787968
1784681720541.97998047	718.827454
1784681720546.97998047	774.195724
1784681720551.97998047	783.507003
1784681720556.97998047	851.170291
1784681720561.97998047	862.133379
1784681720566.97998047	959.960514
1784681720571.97998047	985.667833
1784681720576.97998047	1073.894111
1784681720581.97998047	1135.439856
1784681720586.97998047	1225.628422
1784681720591.97998047	1261.211886
1784681720596.97998047	1330.219276
1784681720601.97998047	1374.713184
1784681720606.97998047	1498.117059
1784681720611.97998047	1579.523289
1784681720616.97998047	1625.413713
1784681720621.97998047	1731.515533
1784681720626.97998047	1765.134190
1784681720631.97998047	1823.808040
1784681720636.97998047	1917.746245
1784681720641.97998047	1994.674579
1784681720646.97998047	2017.051934
1784681720651.97998047	2078.102401
1784681720656.97998047	2173.308674
1784681720661.97998047	2241.003062
1784681720666.97998047	2240.768194
1784681720671.97998047	2306.872772
1784681720676.97998047	2397.416424
1784681720681.97998047	2456.102383
1784681720686.97998047	2474.479232
1784681720691.97998047	2546.506265
1784681720696.97998047	2547.201443
1784681720701.97998047	2589.674708
1784681720706.97998047	2650.081111
1784681720711.97998047	2648.092977
1784681720716.97998047	2673.472056
1784681720721.97998047	2674.829116
1784681720726.97998047	2710.743600
1784681720731.97998047	2709.875903
1784681720736.97998047	2696.997838
1784681720741.97998047	2720.764934
1784681720746.97998047	2739.654325
1784681720751.97998047	2749.123088
1784681720756.97998047	2765.913843
1784681720761.97998047	2741.415858
1784681720766.97998047	2731.687643
1784681720771.97998047	2747.554654
1784681720776.97998047	2762.638583
1784681720781.97998047	2699.342612
1784681720786.97998047	2709.227279
1784681720791.97998047	2677.997575
1784681720796.97998047	2647.430947
1784681720801.97998047	2589.358537
1784681720806.97998047	2585.464193
1784681720811.97998047	2568.995841
1784681720816.97998047	2531.574361
1784681720821.97998047	2502.584089
1784681720826.97998047	2488.009845
1784681720831.97998047	2484.236304
1784681720836.97998047	2414.235533
1784681720841.97998047	2400.991824
1784681720846.97998047	2359.144002
1784681720851.97998047	2342.266546
1784681720856.97998047	2289.040201
1784681720861.97998047	2245.485950
1784681720866.97998047	2196.503383
1784681720871.97998047	2184.178644
1784681720876.97998047	2146.158712
1784681720881.97998047	2079.740473
1784681720886.97998047	2099.794150
1784681720891.97998047	1988.421356
1784681720896.97998047	2000.294763
1784681720901.97998047	1891.800796
1784681720906.97998047	1815.166389
1784681720911.97998047	1769.758557
1784681720916.97998047	1732.208061
1784681720921.97998047	1730.447671
1784681720926.97998047	1686.203258
1784681720931.97998047	1611.525729
1784681720936.97998047	1561.530289
1784681720941.97998047	1496.933693
1784681720946.97998047	1447.156244
1784681720951.97998047	1400.233885
1784681720956.97998047	1352.149001
1784681720961.97998047	1314.974128
1784681720966.97998047	1270.950595
1784681720971.97998047	1253.194940
1784681720976.97998047	1219.009101
1784681720981.97998047	1198.524348
1784681720986.97998047	1082.394525
1784681720991.97998047	1108.338646
1784681720996.97998047	1061.408471
1784681721001.97998047	1034.155810
1784681721006.97998047	980.792635
1784681721011.97998047	989.602617
1784681721016.97998047	953.895772
1784681721021.97998047	958.219044
1784681721026.97998047	913.055182
1784681721031.97998047	990.922766
1784681721036.97998047	895.478116
1784681721041.97998047	896.937677
1784681721046.97998047	871.709280
1784681721051.97998047	885.600610
1784681721056.97998047	932.580398
1784681721061.97998047	881.756777
1784681721066.97998047	902.925165
1784681721071.97998047	874.582849
1784681721076.97998047	928.024444
1784681721081.97998047	911.503842
1784681721086.97998047	893.455766
1784681721091.97998047	918.586022
1784681721096.97998047	912.728100
1784681721101.97998047	937.188812
1784681721106.97998047	917.201517
1784681721111.97998047	948.623967
1784681721116.97998047	976.366979
1784681721121.97998047	974.465243
1784681721126.97998047	958.782375
1784681721131.97998047	961.613948
1784681721136.97998047	964.251985
1784681721141.97998047	973.153890
1784681721146.97998047	960.634299
1784681721151.97998047	961.039065
1784681721156.97998047	955.880196
1784681721161.97998047	940.052253
1784681721166.97998047	940.432221
1784681721171.97998047	915.878821
1784681721176.97998047	921.864975
1784681721181.97998047	878.285145
1784681721186.97998047	874.333890
1784681721191.97998047	853.244648
1784681721196.97998047	811.935408
1784681721201.97998047	837.087016
1784681721206.97998047	768.628546
1784681721211.97998047	796.048282
1784681721216.97998047	726.192608
1784681721221.97998047	705.346638
1784681721226.97998047	719.718643
1784681721231.97998047	678.751597
1784681721236.97998047	622.035983
1784681721241.97998047	668.528457
1784681721246.97998047	569.477401
1784681721251.97998047	587.751893
1784681721256.97998047	555.410564
1784681721261.97998047	560.819137
1784681721266.97998047	562.733897
1784681721271.97998047	545.752096
1784681721276.97998047	535.232435
1784681721281.97998047	541.067572
1784681721286.97998047	550.609374
1784681721291.97998047	532.518945
1784681721296.97998047	516.221182
1784681721301.97998047	551.084334
1784681721306.97998047	547.289211
1784681721311.97998047	617.813507
1784681721316.97998047	666.227570
1784681721321.97998047	633.620779
1784681721326.97998047	670.484047
1784681721331.97998047	706.239926
1784681721336.97998047	778.878762
1784681721341.97998047	806.778399
1784681721346.97998047	862.500436
1784681721351.97998047	918.072493
1784681721356.97998047	960.670011
1784681721361.97998047	1020.662479
1784681721366.97998047	1047.121994
1784681721371.97998047	1130.213835
1784681721376.97998047	1182.330439
1784681721381.97998047	1233.589686
1784681721386.97998047	1302.864689
1784681721391.97998047	1412.764535
1784681721396.97998047	1436.659632
1784681721401.97998047	1523.810582
1784681721406.97998047	1621.021911
1784681721411.97998047	1677.357899
1784681721416.97998047	1752.837913
1784681721421.97998047	1814.748770
1784681721426.97998047	1872.492244
1784681721431.97998047	1897.561464
1784681721436.97998047	1993.936451
1784681721441.97998047	2041.326087
1784681721446.97998047	2122.099423
1784681721451.97998047	2229.289371
1784681721456.97998047	2247.102751
1784681721461.97998047	2283.499831
1784681721466.97998047	2366.464703
1784681721471.97998047	2406.461798
1784681721476.97998047	2439.999732
1784681721481.97998047	2478.970413
1784681721486.97998047	2519.409544
1784681721491.97998047	2556.523309
1784681721496.97998047	2602.786757
1784681721501.97998047	2622.199834
1784681721506.97998047	2633.167081
1784681721511.97998047	2685.314358
1784681721516.97998047	2674.456905
1784681721521.97998047	2731.347674
1784681721526.97998047	2699.302214
1784681721531.97998047	2744.688047
1784681721536.97998047	2762.868964
1784681721541.97998047	2767.392047
1784681721546.97998047	2743.284220
1784681721551.97998047	2759.390186
1784681721556.97998047	2700.349221
1784681721561.97998047	2747.177266
1784681721566.97998047	2729.028247
1784681721571.97998047	2733.956863
1784681721576.97998047	2712.797595
1784681721581.97998047	2723.182661
1784681721586.97998047	2678.622127
1784681721591.97998047	2679.619068
1784681721596.97998047	2643.966066
1784681721601.97998047	2638.638506
1784681721606.97998047	2578.692898
1784681721611.97998047	2591.655775
1784681721616.97998047	2546.399161
1784681721621.97998047	2535.258918
1784681721626.97998047	2481.573654
1784681721631.97998047	2480.213512
1784681721636.97998047	2498.130285
1784681721641.97998047	2436.681431
1784681721646.97998047	2391.735314
1784681721651.97998047	2324.723557
1784681721656.97998047	2307.332171
1784681721661.97998047	2260.192584
1784681721666.97998047	2185.016481
1784681721671.97998047	2180.157483
1784681721676.97998047	2137.806328
1784681721681.97998047	2100.514061
1784681721686.97998047	2048.895504
1784681721691.97998047	2028.934486
1784681721696.97998047	2009.847254
1784681721701.97998047	1949.472818
1784681721706.97998047	1893.853348
1784681721711.97998047	1835.555405
1784681721716.97998047	1789.404613
1784681721721.97998047	1764.233435
1784681721726.97998047	1719.799428
1784681721731.97998047	1635.441996
1784681721736.97998047	1619.569439
1784681721741.97998047	1530.533888
1784681721746.97998047	1484.452467
1784681721751.97998047	1494.977262
1784681721756.97998047	1419.363900
1784681721761.97998047	1375.833121
1784681721766.97998047	1352.398990
1784681721771.97998047	1287.831902
1784681721776.97998047	1235.215736
1784681721781.97998047	1216.883250
1784681721786.97998047	1143.631111
1784681721791.97998047	1133.890475
1784681721796.97998047	1107.705758
1784681721801.97998047	1051.558345
1784681721806.97998047	1055.831435
1784681721811.97998047	1011.439191
1784681721816.97998047	1024.621159
1784681721821.97998047	975.291718
1784681721826.97998047	940.013276
1784681721831.97998047	949.887612
1784681721836.97998047	929.639599
1784681721841.97998047	919.403972
1784681721846.97998047	913.035383
1784681721851.97998047	893.132154
1784681721856.97998047	888.828181
1784681721861.97998047	904.613812
1784681721866.97998047	922.296279
1784681721871.97998047	851.021025
1784681721876.97998047	888.096817
1784681721881.97998047	913.005035
1784681721886.97998047	873.565259
1784681721891.97998047	925.163062
1784681721896.97998047	899.653177
1784681721901.97998047	927.326364
1784681721906.97998047	948.888802
1784681721911.97998047	943.720885
1784681721916.97998047	956.251975
1784681721921.97998047	893.696750
1784681721926.97998047	917.742254
1784681721931.97998047	959.469840
1784681721936.97998047	933.348029
1784681721941.97998047	943.172215
1784681721946.97998047	983.309435
1784681721951.97998047	958.003181
1784681721956.97998047	955.144075
1784681721961.97998047	946.310519
1784681721966.97998047	914.595206
1784681721971.97998047	902.568629
1784681721976.97998047	927.721995
1784681721981.97998047	929.338680
1784681721986.97998047	884.325554
1784681721991.97998047	861.353498
1784681721996.97998047	908.243574
1784681722001.97998047	876.617781
1784681722006.97998047	858.508994
1784681722011.97998047	848.391150
1784681722016.97998047	821.289038
1784681722021.97998047	768.382369
1784681722026.97998047	793.156344
1784681722031.97998047	720.855501
1784681722036.97998047	714.909779
1784681722041.97998047	709.314780
1784681722046.97998047	686.769612
1784681722051.97998047	672.058837
1784681722056.97998047	657.817015
1784681722061.97998047	605.272026
1784681722066.97998047	578.340239
1784681722071.97998047	565.072375
1784681722076.97998047	586.235417
1784681722081.97998047	554.046056
1784681722086.97998047	562.595786
1784681722091.97998047	571.744538
1784681722096.97998047	531.321713
1784681722101.97998047	563.040145
1784681722106.97998047	534.729510
1784681722111.97998047	566.486537
1784681722116.97998047	564.922203
1784681722121.97998047	560.989992
1784681722126.97998047	614.454678
1784681722131.97998047	631.234986
1784681722136.97998047	624.499641
1784681722141.97998047	671.507136
1784681722146.97998047	753.835240
1784681722151.97998047	724.669285
1784681722156.97998047	776.281308
1784681722161.97998047	851.050180
1784681722166.97998047	847.415210
1784681722171.97998047	967.142474
1784681722176.97998047	958.986796
1784681722181.97998047	1017.440925
1784681722186.97998047	1085.138849
1784681722191.97998047	1167.696126
1784681722196.97998047	1273.192554
1784681722201.97998047	1282.135404
1784681722206.97998047	1350.269275
1784681722211.97998047	1376.939481
1784681722216.97998047	1474.593349
1784681722221.97998047	1492.454546
1784681722226.97998047	1602.587789
1784681722231.97998047	1705.007041
1784681722236.97998047	1739.470588
1784681722241.97998047	1809.274010
1784681722246.97998047	1877.266760
1784681722251.97998047	1938.868541
1784681722256.97998047	2006.746994
1784681722261.97998047	2036.232004
1784681722266.97998047	2116.636161
1784681722271.97998047	2177.100912
1784681722276.97998047	2250.703729
1784681722281.97998047	2296.361489
1784681722286.97998047	2327.331224
1784681722291.97998047	2407.029267
1784681722296.97998047	2459.276928
1784681722301.97998047	2450.916921
1784681722306.97998047	2518.942537
1784681722311.97998047	2535.988089
1784681722316.97998047	2571.431807
1784681722321.97998047	2621.526204
1784681722326.97998047	2656.412564
1784681722331.97998047	2670.557546
1784681722336.97998047	2672.602185
1784681722341.97998047	2723.249936
1784681722346.97998047	2735.719246
1784681722351.97998047	2706.855392
1784681722356.97998047	2741.678517
1784681722361.97998047	2718.285591
1784681722366.97998047	2774.254980
1784681722371.97998047	2751.230092
1784681722376.97998047	2765.638884
1784681722381.97998047	2748.177225
1784681722386.97998047	2732.109681
1784681722391.97998047	2740.978182
1784681722396.97998047	2693.515336
1784681722401.97998047	2674.545163
1784681722406.97998047	2676.276397
1784681722411.97998047	2678.030998
1784681722416.97998047	2646.572428
1784681722421.97998047	2625.924300
1784681722426.97998047	2632.376309
1784681722431.97998047	2581.054070
1784681722436.97998047	2586.180664
1784681722441.97998047	2525.325688
1784681722446.97998047	2508.287150
1784681722451.97998047	2468.099345
1784681722456.97998047	2445.921017
1784681722461.97998047	2399.673482
1784681722466.97998047	2398.984173
1784681722471.97998047	2379.534032
1784681722476.97998047	2326.137373
1784681722481.97998047	2318.072161
1784681722486.97998047	2213.193767
1784681722491.97998047	2191.988441
1784681722496.97998047	2177.438368
1784681722501.97998047	2138.494890
1784681722506.97998047	2090.265245
1784681722511.97998047	2075.621052
1784681722516.97998047	2030.357145
1784681722521.97998047	1923.049660
1784681722526.97998047	1898.611679
1784681722531.97998047	1832.442903
1784681722536.97998047	1794.222762
1784681722541.97998047	1773.188688
1784681722546.97998047	1728.435808
1784681722551.97998047	1658.917412
1784681722556.97998047	1633.754967
1784681722561.97998047	1566.589719
1784681722566.97998047	1539.939560
1784681722571.97998047	1491.558871
1784681722576.97998047	1438.661377
1784681722581.97998047	1381.048857
1784681722586.97998047	1347.878891
1784681722591.97998047	1325.128959
1784681722596.97998047	1264.885830
1784681722601.97998047	1229.217148
1784681722606.97998047	1176.929005
1784681722611.97998047	1154.013943
1784681722616.97998047	1128.471924
1784681722621.97998047	1082.674238
1784681722626.97998047	1060.004315
1784681722631.97998047	1018.246932
1784681722636.97998047	1030.115550
1784681722641.97998047	1036.520066
1784681722646.97998047	963.366426
1784681722651.97998047	963.119079
1784681722656.97998047	969.702377
1784681722661.97998047	916.988085
1784681722666.97998047	905.798041
1784681722671.97998047	917.655145
1784681722676.97998047	878.928497
1784681722681.97998047	889.810067
1784681722686.97998047	879.414033
1784681722691.97998047	870.090263
1784681722696.97998047	898.437400
1784681722701.97998047	889.257352
1784681722706.97998047	938.681705
1784681722711.97998047	842.738300
1784681722716.97998047	917.654982
1784681722721.97998047	894.103132
1784681722726.97998047	910.996406
1784681722731.97998047	901.327023
1784681722736.97998047	941.023441
1784681722741.97998047	962.669029
1784681722746.97998047	950.988914
1784681722751.97998047	927.952111
1784681722756.97998047	982.604184
1784681722761.97998047	950.127404
1784681722766.97998047	958.860175
1784681722771.97998047	954.831846
1784681722776.97998047	950.550521
1784681722781.97998047	953.946829
1784681722786.97998047	927.502747
1784681722791.97998047	965.229410
1784681722796.97998047	947.372412
1784681722801.97998047	926.522872
1784681722806.97998047	932.591958
1784681722811.97998047	876.259731
1784681722816.97998047	907.776668
1784681722821.97998047	874.135841
1784681722826.97998047	862.356065
1784681722831.97998047	824.296202
1784681722836.97998047	797.778962
1784681722841.97998047	781.605693
1784681722846.97998047	791.665710
1784681722851.97998047	770.706990
1784681722856.97998047	757.729800
1784681722861.97998047	703.187340
1784681722866.97998047	667.430226
1784681722871.97998047	690.737352
1784681722876.97998047	609.887338
1784681722881.97998047	618.579690
1784681722886.97998047	616.137520
1784681722891.97998047	564.912756
1784681722896.97998047	543.094325
1784681722901.97998047	572.540468
1784681722906.97998047	586.219495
1784681722911.97998047	533.369880
1784681722916.97998047	530.846628
1784681722921.97998047	525.918563
1784681722926.97998047	578.052127
1784681722931.97998047	541.400134
1784681722936.97998047	549.736592
1784681722941.97998047	565.160122
1784681722946.97998047	588.140639
1784681722951.97998047	610.549210
1784681722956.97998047	661.197745
1784681722961.97998047	685.611624
1784681722966.97998047	723.475185
1784681722971.97998047	739.595679
1784681722976.97998047	808.617393
1784681722981.97998047	778.762654
1784681722986.97998047	911.083810
1784681722991.97998047	944.646653
1784681722996.97998047	987.668364
1784681723001.97998047	1063.165380
1784681723006.97998047	1089.583624
1784681723011.97998047	1164.015375
1784681723016.97998047	1243.419542
1784681723021.97998047	1276.192543
1784681723026.97998047	1374.176075
1784681723031.97998047	1442.803314
1784681723036.97998047	1507.189884
1784681723041.97998047	1556.510647
1784681723046.97998047	1675.358888
1784681723051.97998047	1691.692589
1784681723056.97998047	1760.652097
1784681723061.97998047	1846.452407
1784681723066.97998047	1955.828961
1784681723071.97998047	1992.269617
1784681723076.97998047	2058.903870
1784681723081.97998047	2111.022274
1784681723086.97998047	2180.213652
1784681723091.97998047	2244.536458
1784681723096.97998047	2300.536409
1784681723101.97998047	2365.592017
1784681723106.97998047	2371.546255
1784681723111.97998047	2429.894452
1784681723116.97998047	2484.201939
1784681723121.97998047	2532.158624
1784681723126.97998047	2545.521578
1784681723131.97998047	2598.489124
1784681723136.97998047	2604.549915
1784681723141.97998047	2635.493534
1784681723146.97998047	2686.150599
1784681723151.97998047	2648.654910
1784681723156.97998047	2708.011544
1784681723161.97998047	2736.301075
1784681723166.97998047	2722.092464
1784681723171.97998047	2749.776461
1784681723176.97998047	2728.614726
1784681723181.97998047	2748.901500
1784681723186.97998047	2745.769878
1784681723191.97998047	2742.562366
1784681723196.97998047	2712.740353
1784681723201.97998047	2727.786287
1784681723206.97998047	2705.296826
1784681723211.97998047	2702.769989
1784681723216.97998047	2716.770056
1784681723221.97998047	2669.296614
1784681723226.97998047	2662.415456
1784681723231.97998047	2645.742637
1784681723236.97998047	2618.741871
1784681723241.97998047	2615.799403
1784681723246.97998047	2574.327231
1784681723251.97998047	2552.174492
1784681723256.97998047	2503.617842
1784681723261.97998047	2484.612672
1784681723266.97998047	2448.677291
1784681723271.97998047	2439.023083
1784681723276.97998047	2419.083140
1784681723281.97998047	2351.984114
1784681723286.97998047	2280.700125
1784681723291.97998047	2270.605765
1784681723296.97998047	2230.084163
1784681723301.97998047	2232.427014
1784681723306.97998047	2170.553819
1784681723311.97998047	2156.768389
1784681723316.97998047	2090.234529
1784681723321.97998047	2007.045023
1784681723326.97998047	2002.793821
1784681723331.97998047	1932.049990
1784681723336.97998047	1900.444718
1784681723341.97998047	1851.251336
1784681723346.97998047	1802.803090
1784681723351.97998047	1751.136360
1784681723356.97998047	1748.087734
1784681723361.97998047	1691.730033
1784681723366.97998047	1595.742975
1784681723371.97998047	1569.787762
1784681723376.97998047	1541.585475
1784681723381.97998047	1493.983960
1784681723386.97998047	1408.207423
1784681723391.97998047	1409.474966
1784681723396.97998047	1323.507939
1784681723401.97998047	1297.782555
1784681723406.97998047	1257.770671
1784681723411.97998047	1176.797847
1784681723416.97998047	1175.141410
1784681723421.97998047	1100.358310
1784681723426.97998047	1069.674609
1784681723431.97998047	1084.237785
1784681723436.97998047	1055.767074
1784681723441.97998047	1041.912567
1784681723446.97998047	1005.930771
1784681723451.97998047	963.249999
1784681723456.97998047	941.588125
1784681723461.97998047	957.061153
1784681723466.97998047	955.824373
1784681723471.97998047	931.032913
1784681723476.97998047	909.999827
1784681723481.97998047	897.145612
1784681723486.97998047	926.105573
1784681723491.97998047	840.729548
1784681723496.97998047	909.309398
1784681723501.97998047	886.676627
1784681723506.97998047	869.572436
1784681723511.97998047	912.235103
1784681723516.97998047	880.373824
1784681723521.97998047	912.203972
1784681723526.97998047	915.015357
1784681723531.97998047	920.510566
1784681723536.97998047	887.190421
1784681723541.97998047	933.954141
1784681723546.97998047	927.010564
1784681723551.97998047	928.435986
1784681723556.97998047	923.729567
1784681723561.97998047	928.566956
1784681723566.97998047	937.227294
1784681723571.97998047	980.565488
1784681723576.97998047	969.551418
1784681723581.97998047	959.573622
1784681723586.97998047	985.136228
1784681723591.97998047	977.998329
1784681723596.97998047	956.933725
1784681723601.97998047	906.466224
1784681723606.97998047	948.204002
1784681723611.97998047	903.087367
1784681723616.97998047	888.106938
1784681723621.97998047	881.876580
1784681723626.97998047	861.005449
1784681723631.97998047	831.093692
1784681723636.97998047	834.671486
1784681723641.97998047	790.313517
1784681723646.97998047	766.838293
1784681723651.97998047	750.670447
1784681723656.97998047	717.887977
1784681723661.97998047	713.460202
1784681723666.97998047	686.015041
1784681723671.97998047	660.182836
1784681723676.97998047	654.389520
1784681723681.97998047	588.810025
1784681723686.97998047	612.036264
1784681723691.97998047	608.485096
1784681723696.97998047	593.630690
1784681723701.97998047	608.594931
1784681723706.97998047	541.749821
1784681723711.97998047	528.437725
1784681723716.97998047	551.198932
1784681723721.97998047	510.968380
1784681723726.97998047	572.434738
1784681723731.97998047	534.541068
1784681723736.97998047	575.367904
1784681723741.97998047	574.911678
1784681723746.97998047	553.180946
1784681723751.97998047	629.134440
1784681723756.97998047	629.148645
1784681723761.97998047	700.976891
1784681723766.97998047	668.828127
1784681723771.97998047	754.481617
1784681723776.97998047	779.074439
1784681723781.97998047	869.373316
1784681723786.97998047	882.429043
1784681723791.97998047	969.110560
1784681723796.97998047	997.487345
1784681723801.97998047	1068.676904
1784681723806.97998047	1157.058876
1784681723811.97998047	1178.112415
